Landkreis;Crop;Variety;A_ha;P_per_A;P_t;Year
Teltow-Flaeming;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);NA;46.6;NA;2012
Teltow-Flaeming;Getreide;Hafer;NA;36.3;NA;2012
Teltow-Flaeming;Getreide;Koernermais (einschl. Corn-Cob-Mix);NA;82.3;NA;2012
Teltow-Flaeming;Getreide;Roggen;NA;NA;NA;2012
Teltow-Flaeming;Getreide;Roggen und Wintermenggetreide;NA;44.1;NA;2012
Teltow-Flaeming;Getreide;Sommergerste;NA;47.3;NA;2012
Teltow-Flaeming;Getreide;Triticale;NA;42.1;NA;2012
Teltow-Flaeming;Getreide;Weizen zusammen;NA;57.9;NA;2012
Teltow-Flaeming;Getreide;Wintergerste;NA;51.8;NA;2012
Teltow-Flaeming;Getreide;Winterweizen einschl. Dinkel;NA;60.6;NA;2012
Teltow-Flaeming;Hackfruechte;Kartoffeln zusammen;NA;420.4;NA;2012
Teltow-Flaeming;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2012
Teltow-Flaeming;Hackfruechte;Zuckerrueben;NA;NA;NA;2012
Teltow-Flaeming;Huelsenfruechte;Erbsen;NA;27. Sep;NA;2012
Teltow-Flaeming;Huelsenfruechte;Lupinen;NA;15. Mrz;NA;2012
Teltow-Flaeming;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2012
Teltow-Flaeming;Oelfruechte;Sonnenblumen;NA;23. Jul;NA;2012
Teltow-Flaeming;Oelfruechte;Winterraps;NA;24. Apr;NA;2012
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;NA;36.2;NA;2012
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2012
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;NA;89.3;NA;2012
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2012
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;NA;375;NA;2012
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;NA;54.1;NA;2012
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;NA;52.3;NA;2012
Uckermark;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2012
Uckermark;Getreide;Brotgetreide zusammen;NA;NA;NA;2012
Uckermark;Getreide;Futter- und Industriegetreide;NA;NA;NA;2012
Uckermark;Getreide;Gerste zusammen;NA;51;NA;2012
Uckermark;Getreide;Getreide insgesamt;NA;54.3;NA;2012
Uckermark;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2012
Uckermark;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);NA;53.4;NA;2012
Uckermark;Getreide;Hafer;NA;32.6;NA;2012
Uckermark;Getreide;Koernermais (einschl. Corn-Cob-Mix);NA;83.2;NA;2012
Uckermark;Getreide;Roggen;NA;NA;NA;2012
Uckermark;Getreide;Roggen und Wintermenggetreide;NA;49.1;NA;2012
Uckermark;Getreide;Sommergerste;NA;36.8;NA;2012
Uckermark;Getreide;Triticale;NA;44.6;NA;2012
Uckermark;Getreide;Weizen zusammen;NA;57.4;NA;2012
Uckermark;Getreide;Wintergerste;NA;55.9;NA;2012
Uckermark;Getreide;Winterweizen einschl. Dinkel;NA;58.5;NA;2012
Uckermark;Hackfruechte;Kartoffeln zusammen;NA;NA;NA;2012
Uckermark;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2012
Uckermark;Hackfruechte;Zuckerrueben;NA;616.6;NA;2012
Uckermark;Huelsenfruechte;Erbsen;NA;NA;NA;2012
Uckermark;Huelsenfruechte;Lupinen;NA;08. Jun;NA;2012
Uckermark;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2012
Uckermark;Oelfruechte;Sonnenblumen;NA;24. Jul;NA;2012
Uckermark;Oelfruechte;Winterraps;NA;36;NA;2012
Barnim;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;2900;53;15500;2013
Barnim;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2013
Barnim;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;2600;70.2;18000;2013
Barnim;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2013
Barnim;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;4600;309.1;141800;2013
Barnim;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;5400;39.4;21300;2013
Barnim;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;1900;41.2;7700;2013
Barnim;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2013
Barnim;Getreide;Brotgetreide zusammen;NA;NA;NA;2013
Barnim;Getreide;Futter- und Industriegetreide;NA;NA;NA;2013
Barnim;Getreide;Gerste zusammen;4000;56;22200;2013
Barnim;Getreide;Getreide insgesamt;20900;53.9;112700;2013
Barnim;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2013
Barnim;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);20000;52.9;105900;2013
Barnim;Getreide;Hafer;800;45.5;3400;2013
Barnim;Getreide;Koernermais (einschl. Corn-Cob-Mix);900;77;6900;2013
Barnim;Getreide;Roggen;NA;NA;NA;2013
Barnim;Getreide;Roggen und Wintermenggetreide;8300;48.6;40300;2013
Barnim;Getreide;Sommergerste;500;33.8;1700;2013
Barnim;Getreide;Triticale;2400;52.4;12500;2013
Barnim;Getreide;Weizen zusammen;4500;60.1;27000;2013
Barnim;Getreide;Wintergerste;3500;59.2;20500;2013
Barnim;Getreide;Winterweizen einschl. Dinkel;4100;62.7;25600;2013
Barnim;Hackfruechte;Kartoffeln zusammen;0;298;1200;2013
Barnim;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2013
Barnim;Hackfruechte;Zuckerrueben;300;437.3;11200;2013
Barnim;Huelsenfruechte;Erbsen;200;NA;NA;2013
Barnim;Huelsenfruechte;Lupinen;300;NA;NA;2013
Barnim;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2013
Barnim;Oelfruechte;Sonnenblumen;600;24. Jul;1500;2013
Barnim;Oelfruechte;Winterraps;5200;39.9;20800;2013
Brandenburg an der Havel (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;0;NA;NA;2013
Brandenburg an der Havel (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2013
Brandenburg an der Havel (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;200;NA;NA;2013
Brandenburg an der Havel (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2013
Brandenburg an der Havel (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Silomais;100;NA;NA;2013
Brandenburg an der Havel (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Weiden;200;NA;NA;2013
Brandenburg an der Havel (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;100;NA;NA;2013
Brandenburg an der Havel (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2013
Brandenburg an der Havel (KfS);Getreide;Brotgetreide zusammen;NA;NA;NA;2013
Brandenburg an der Havel (KfS);Getreide;Futter- und Industriegetreide;NA;NA;NA;2013
Brandenburg an der Havel (KfS);Getreide;Gerste zusammen;100;NA;NA;2013
Brandenburg an der Havel (KfS);Getreide;Getreide insgesamt;900;NA;NA;2013
Brandenburg an der Havel (KfS);Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2013
Brandenburg an der Havel (KfS);Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);600;NA;NA;2013
Brandenburg an der Havel (KfS);Getreide;Hafer;NA;NA;NA;2013
Brandenburg an der Havel (KfS);Getreide;Koernermais (einschl. Corn-Cob-Mix);300;NA;NA;2013
Brandenburg an der Havel (KfS);Getreide;Roggen;NA;NA;NA;2013
Brandenburg an der Havel (KfS);Getreide;Roggen und Wintermenggetreide;500;NA;NA;2013
Brandenburg an der Havel (KfS);Getreide;Sommergerste;0;NA;NA;2013
Brandenburg an der Havel (KfS);Getreide;Triticale;100;NA;NA;2013
Brandenburg an der Havel (KfS);Getreide;Weizen zusammen;0;NA;NA;2013
Brandenburg an der Havel (KfS);Getreide;Wintergerste;100;NA;NA;2013
Brandenburg an der Havel (KfS);Getreide;Winterweizen einschl. Dinkel;0;NA;NA;2013
Brandenburg an der Havel (KfS);Hackfruechte;Kartoffeln zusammen;NA;NA;NA;2013
Brandenburg an der Havel (KfS);Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2013
Brandenburg an der Havel (KfS);Hackfruechte;Zuckerrueben;NA;NA;NA;2013
Brandenburg an der Havel (KfS);Huelsenfruechte;Erbsen;NA;NA;NA;2013
Brandenburg an der Havel (KfS);Huelsenfruechte;Lupinen;100;NA;NA;2013
Brandenburg an der Havel (KfS);Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2013
Brandenburg an der Havel (KfS);Oelfruechte;Sonnenblumen;NA;NA;NA;2013
Brandenburg an der Havel (KfS);Oelfruechte;Winterraps;100;NA;NA;2013
Cottbus (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;400;48.4;1900;2013
Cottbus (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2013
Cottbus (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;100;69.8;900;2013
Cottbus (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2013
Cottbus (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Silomais;100;NA;NA;2013
Cottbus (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Weiden;1100;71.9;8200;2013
Cottbus (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;200;NA;NA;2013
Cottbus (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2013
Cottbus (KfS);Getreide;Brotgetreide zusammen;NA;NA;NA;2013
Cottbus (KfS);Getreide;Futter- und Industriegetreide;NA;NA;NA;2013
Cottbus (KfS);Getreide;Gerste zusammen;100;NA;NA;2013
Cottbus (KfS);Getreide;Getreide insgesamt;2400;NA;NA;2013
Cottbus (KfS);Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2013
Cottbus (KfS);Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);2300;NA;NA;2013
Cottbus (KfS);Getreide;Hafer;300;20. Feb;700;2013
Cottbus (KfS);Getreide;Koernermais (einschl. Corn-Cob-Mix);100;NA;NA;2013
Cottbus (KfS);Getreide;Roggen;NA;NA;NA;2013
Cottbus (KfS);Getreide;Roggen und Wintermenggetreide;1300;19. Apr;2600;2013
Cottbus (KfS);Getreide;Sommergerste;NA;NA;NA;2013
Cottbus (KfS);Getreide;Triticale;100;NA;NA;2013
Cottbus (KfS);Getreide;Weizen zusammen;400;NA;NA;2013
Cottbus (KfS);Getreide;Wintergerste;100;NA;NA;2013
Cottbus (KfS);Getreide;Winterweizen einschl. Dinkel;200;NA;NA;2013
Cottbus (KfS);Hackfruechte;Kartoffeln zusammen;0;NA;NA;2013
Cottbus (KfS);Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2013
Cottbus (KfS);Hackfruechte;Zuckerrueben;NA;NA;NA;2013
Cottbus (KfS);Huelsenfruechte;Erbsen;100;NA;NA;2013
Cottbus (KfS);Huelsenfruechte;Lupinen;0;NA;NA;2013
Cottbus (KfS);Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2013
Cottbus (KfS);Oelfruechte;Sonnenblumen;300;10. Mrz;300;2013
Cottbus (KfS);Oelfruechte;Winterraps;200;NA;NA;2013
Dahme-Spreewald;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;4600;36.4;16800;2013
Dahme-Spreewald;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2013
Dahme-Spreewald;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;3000;44.1;13100;2013
Dahme-Spreewald;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2013
Dahme-Spreewald;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;7900;253.2;199900;2013
Dahme-Spreewald;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;14200;43.2;61200;2013
Dahme-Spreewald;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;5500;54.6;29800;2013
Dahme-Spreewald;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2013
Dahme-Spreewald;Getreide;Brotgetreide zusammen;NA;NA;NA;2013
Dahme-Spreewald;Getreide;Futter- und Industriegetreide;NA;NA;NA;2013
Dahme-Spreewald;Getreide;Gerste zusammen;3100;53.1;16200;2013
Dahme-Spreewald;Getreide;Getreide insgesamt;25400;42.3;107200;2013
Dahme-Spreewald;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2013
Dahme-Spreewald;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);24900;42.3;105400;2013
Dahme-Spreewald;Getreide;Hafer;600;28. Jul;1600;2013
Dahme-Spreewald;Getreide;Koernermais (einschl. Corn-Cob-Mix);NA;39.9;NA;2013
Dahme-Spreewald;Getreide;Roggen;NA;NA;NA;2013
Dahme-Spreewald;Getreide;Roggen und Wintermenggetreide;16900;36.4;61500;2013
Dahme-Spreewald;Getreide;Sommergerste;200;14. Mai;300;2013
Dahme-Spreewald;Getreide;Triticale;2300;59.1;13800;2013
Dahme-Spreewald;Getreide;Weizen zusammen;2000;60.2;12300;2013
Dahme-Spreewald;Getreide;Wintergerste;2900;55.7;15900;2013
Dahme-Spreewald;Getreide;Winterweizen einschl. Dinkel;2000;60.3;12200;2013
Dahme-Spreewald;Hackfruechte;Kartoffeln zusammen;NA;309.2;NA;2013
Dahme-Spreewald;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2013
Dahme-Spreewald;Hackfruechte;Zuckerrueben;NA;NA;NA;2013
Dahme-Spreewald;Huelsenfruechte;Erbsen;300;13. Mai;400;2013
Dahme-Spreewald;Huelsenfruechte;Lupinen;900;13. Sep;1300;2013
Dahme-Spreewald;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2013
Dahme-Spreewald;Oelfruechte;Sonnenblumen;1400;15. Apr;2200;2013
Dahme-Spreewald;Oelfruechte;Winterraps;2500;33.2;8400;2013
Elbe-Elster;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;2900;53.3;15500;2013
Elbe-Elster;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2013
Elbe-Elster;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;1400;73.1;10500;2013
Elbe-Elster;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2013
Elbe-Elster;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;12900;252.5;326000;2013
Elbe-Elster;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;15000;59.7;89300;2013
Elbe-Elster;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;6000;41.5;24700;2013
Elbe-Elster;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2013
Elbe-Elster;Getreide;Brotgetreide zusammen;NA;NA;NA;2013
Elbe-Elster;Getreide;Futter- und Industriegetreide;NA;NA;NA;2013
Elbe-Elster;Getreide;Gerste zusammen;6400;50.8;32800;2013
Elbe-Elster;Getreide;Getreide insgesamt;35400;52.1;184100;2013
Elbe-Elster;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2013
Elbe-Elster;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);34000;52;176800;2013
Elbe-Elster;Getreide;Hafer;NA;45.9;NA;2013
Elbe-Elster;Getreide;Koernermais (einschl. Corn-Cob-Mix);1400;54.2;7300;2013
Elbe-Elster;Getreide;Roggen;NA;NA;NA;2013
Elbe-Elster;Getreide;Roggen und Wintermenggetreide;16100;48.6;78500;2013
Elbe-Elster;Getreide;Sommergerste;300;23. Mrz;700;2013
Elbe-Elster;Getreide;Triticale;5700;53.5;30200;2013
Elbe-Elster;Getreide;Weizen zusammen;NA;62.5;NA;2013
Elbe-Elster;Getreide;Wintergerste;6200;52.1;32100;2013
Elbe-Elster;Getreide;Winterweizen einschl. Dinkel;5400;62.5;33500;2013
Elbe-Elster;Hackfruechte;Kartoffeln zusammen;200;225.4;5500;2013
Elbe-Elster;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2013
Elbe-Elster;Hackfruechte;Zuckerrueben;300;480.7;15100;2013
Elbe-Elster;Huelsenfruechte;Erbsen;1000;23. Feb;2400;2013
Elbe-Elster;Huelsenfruechte;Lupinen;400;19. Jun;700;2013
Elbe-Elster;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2013
Elbe-Elster;Oelfruechte;Sonnenblumen;1700;18. Aug;3300;2013
Elbe-Elster;Oelfruechte;Winterraps;5700;32.9;18800;2013
Frankfurt (Oder) (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;400;NA;NA;2013
Frankfurt (Oder) (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2013
Frankfurt (Oder) (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;200;78.1;1300;2013
Frankfurt (Oder) (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2013
Frankfurt (Oder) (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Silomais;1600;336.5;52900;2013
Frankfurt (Oder) (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Weiden;300;14. Aug;0;2013
Frankfurt (Oder) (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;200;NA;NA;2013
Frankfurt (Oder) (KfS);Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2013
Frankfurt (Oder) (KfS);Getreide;Brotgetreide zusammen;NA;NA;NA;2013
Frankfurt (Oder) (KfS);Getreide;Futter- und Industriegetreide;NA;NA;NA;2013
Frankfurt (Oder) (KfS);Getreide;Gerste zusammen;200;NA;NA;2013
Frankfurt (Oder) (KfS);Getreide;Getreide insgesamt;2300;NA;NA;2013
Frankfurt (Oder) (KfS);Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2013
Frankfurt (Oder) (KfS);Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);2100;NA;NA;2013
Frankfurt (Oder) (KfS);Getreide;Hafer;NA;NA;NA;2013
Frankfurt (Oder) (KfS);Getreide;Koernermais (einschl. Corn-Cob-Mix);200;NA;NA;2013
Frankfurt (Oder) (KfS);Getreide;Roggen;NA;NA;NA;2013
Frankfurt (Oder) (KfS);Getreide;Roggen und Wintermenggetreide;1500;62.8;9400;2013
Frankfurt (Oder) (KfS);Getreide;Sommergerste;0;NA;NA;2013
Frankfurt (Oder) (KfS);Getreide;Triticale;200;69.4;1500;2013
Frankfurt (Oder) (KfS);Getreide;Weizen zusammen;NA;64.3;NA;2013
Frankfurt (Oder) (KfS);Getreide;Wintergerste;100;NA;NA;2013
Frankfurt (Oder) (KfS);Getreide;Winterweizen einschl. Dinkel;NA;NA;NA;2013
Frankfurt (Oder) (KfS);Hackfruechte;Kartoffeln zusammen;NA;NA;NA;2013
Frankfurt (Oder) (KfS);Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2013
Frankfurt (Oder) (KfS);Hackfruechte;Zuckerrueben;NA;NA;NA;2013
Frankfurt (Oder) (KfS);Huelsenfruechte;Erbsen;NA;NA;NA;2013
Frankfurt (Oder) (KfS);Huelsenfruechte;Lupinen;100;NA;NA;2013
Frankfurt (Oder) (KfS);Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2013
Frankfurt (Oder) (KfS);Oelfruechte;Sonnenblumen;100;NA;NA;2013
Frankfurt (Oder) (KfS);Oelfruechte;Winterraps;500;40.9;2000;2013
Havelland;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;2300;57.9;13500;2013
Havelland;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2013
Havelland;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;1100;52.2;5700;2013
Havelland;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2013
Havelland;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;10200;317.2;323100;2013
Havelland;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;23400;51.3;120100;2013
Havelland;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;4900;52.5;25800;2013
Havelland;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2013
Havelland;Getreide;Brotgetreide zusammen;NA;NA;NA;2013
Havelland;Getreide;Futter- und Industriegetreide;NA;NA;NA;2013
Havelland;Getreide;Gerste zusammen;5200;60.9;31800;2013
Havelland;Getreide;Getreide insgesamt;33800;60.6;204500;2013
Havelland;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2013
Havelland;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);32000;59.5;190200;2013
Havelland;Getreide;Hafer;600;50.4;3000;2013
Havelland;Getreide;Koernermais (einschl. Corn-Cob-Mix);1800;79.7;14200;2013
Havelland;Getreide;Roggen;NA;NA;NA;2013
Havelland;Getreide;Roggen und Wintermenggetreide;15800;54.3;85600;2013
Havelland;Getreide;Sommergerste;300;46.8;1400;2013
Havelland;Getreide;Triticale;2300;50.8;11600;2013
Havelland;Getreide;Weizen zusammen;8000;72.2;58100;2013
Havelland;Getreide;Wintergerste;4900;61.7;30400;2013
Havelland;Getreide;Winterweizen einschl. Dinkel;7900;73;57300;2013
Havelland;Hackfruechte;Kartoffeln zusammen;200;362.7;6700;2013
Havelland;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2013
Havelland;Hackfruechte;Zuckerrueben;300;675.7;18400;2013
Havelland;Huelsenfruechte;Erbsen;200;NA;NA;2013
Havelland;Huelsenfruechte;Lupinen;500;17. Sep;900;2013
Havelland;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2013
Havelland;Oelfruechte;Sonnenblumen;0;NA;NA;2013
Havelland;Oelfruechte;Winterraps;8400;39.6;33400;2013
Kreisfreie Staedte;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;NA;NA;NA;2013
Kreisfreie Staedte;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2013
Kreisfreie Staedte;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;NA;NA;NA;2013
Kreisfreie Staedte;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2013
Kreisfreie Staedte;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;NA;NA;NA;2013
Kreisfreie Staedte;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;NA;NA;NA;2013
Kreisfreie Staedte;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;NA;NA;NA;2013
Kreisfreie Staedte;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2013
Kreisfreie Staedte;Getreide;Brotgetreide zusammen;NA;NA;NA;2013
Kreisfreie Staedte;Getreide;Futter- und Industriegetreide;NA;NA;NA;2013
Kreisfreie Staedte;Getreide;Gerste zusammen;NA;NA;NA;2013
Kreisfreie Staedte;Getreide;Getreide insgesamt;NA;NA;NA;2013
Kreisfreie Staedte;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2013
Kreisfreie Staedte;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);NA;NA;NA;2013
Kreisfreie Staedte;Getreide;Hafer;NA;NA;NA;2013
Kreisfreie Staedte;Getreide;Koernermais (einschl. Corn-Cob-Mix);NA;NA;NA;2013
Kreisfreie Staedte;Getreide;Roggen;NA;NA;NA;2013
Kreisfreie Staedte;Getreide;Roggen und Wintermenggetreide;NA;NA;NA;2013
Kreisfreie Staedte;Getreide;Sommergerste;NA;NA;NA;2013
Kreisfreie Staedte;Getreide;Triticale;NA;NA;NA;2013
Kreisfreie Staedte;Getreide;Weizen zusammen;NA;NA;NA;2013
Kreisfreie Staedte;Getreide;Wintergerste;NA;NA;NA;2013
Kreisfreie Staedte;Getreide;Winterweizen einschl. Dinkel;NA;NA;NA;2013
Kreisfreie Staedte;Hackfruechte;Kartoffeln zusammen;NA;NA;NA;2013
Kreisfreie Staedte;Hackfruechte;mittelfruehe und spaete Kartoffeln;NA;NA;NA;2013
Kreisfreie Staedte;Hackfruechte;Zuckerrueben;NA;NA;NA;2013
Kreisfreie Staedte;Huelsenfruechte;Erbsen;NA;NA;NA;2013
Kreisfreie Staedte;Huelsenfruechte;Lupinen;NA;NA;NA;2013
Kreisfreie Staedte;Oelfruechte;Raps und Ruebsen zusammen;NA;NA;NA;2013
Kreisfreie Staedte;Oelfruechte;Sonnenblumen;NA;NA;NA;2013
Kreisfreie Staedte;Oelfruechte;Winterraps;NA;NA;NA;2013
Maerkisch-Oderland;Futterpflanzen, Dauergruenland, Gruenernte;Feldgras/Grasanbau;4700;45.9;21600;2013
Maerkisch-Oderland;Futterpflanzen, Dauergruenland, Gruenernte;Klee, Kleegras und Klee-Luzerne-Gemisch;NA;NA;NA;2013
Maerkisch-Oderland;Futterpflanzen, Dauergruenland, Gruenernte;Leguminosen;3200;67.3;21500;2013
Maerkisch-Oderland;Futterpflanzen, Dauergruenland, Gruenernte;Luzerne, Luzernegras;NA;NA;NA;2013
Maerkisch-Oderland;Futterpflanzen, Dauergruenland, Gruenernte;Silomais;16300;336.8;549100;2013
Maerkisch-Oderland;Futterpflanzen, Dauergruenland, Gruenernte;Weiden;4100;18. Apr;7500;2013
Maerkisch-Oderland;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen;2200;35.4;7800;2013
Maerkisch-Oderland;Futterpflanzen, Dauergruenland, Gruenernte;Wiesen und Maehweiden zusammen;NA;NA;NA;2013
Maerkisch-Oderland;Getreide;Brotgetreide zusammen;NA;NA;NA;2013
Maerkisch-Oderland;Getreide;Futter- und Industriegetreide;NA;NA;NA;2013
Maerkisch-Oderland;Getreide;Gerste zusammen;8200;65.3;53300;2013
Maerkisch-Oderland;Getreide;Getreide insgesamt;66600;67;446100;2013
Maerkisch-Oderland;Getreide;Getreide zur Ganzpflanzenernte;NA;NA;NA;2013
Maerkisch-Oderland;Getreide;Getreide zusammen (ohne Koernermais und Corn-Cob-Mix);63400;66.1;419000;2013
Maerkisch-Oderland;Getreide;Hafer;1000;38.7;3800;2013
